Model,TBS1102C
-9.264e-04,3.2
-9.248e-04,3.2
-9.232e-04,3.24
-9.216e-04,3.24
-9.200e-04,3.24
-9.184e-04,3.28
-9.168e-04,3.28
-9.152e-04,3.28
-9.136e-04,3.36
-9.120e-04,3.32
-9.104e-04,3.32
-9.088e-04,3.36
-9.072e-04,3.36
-9.056e-04,3.36
-9.040e-04,3.4
-9.024e-04,3.4
-9.008e-04,3.4
-8.992e-04,3.44
-8.976e-04,3.44
-8.960e-04,3.44
-8.944e-04,3.48
-8.928e-04,3.48
-8.912e-04,3.48
-8.896e-04,3.48
-8.880e-04,3.52
-8.864e-04,3.52
-8.848e-04,3.52
-8.832e-04,3.56
-8.816e-04,3.52
-8.800e-04,3.56
-8.784e-04,3.56
-8.768e-04,3.56
-8.752e-04,3.56
-8.736e-04,3.6
-8.720e-04,3.6
-8.704e-04,3.6
-8.688e-04,3.6
-8.672e-04,3.64
-8.656e-04,3.64
-8.640e-04,3.6
-8.624e-04,3.6
-8.608e-04,3.64
-8.592e-04,3.64
-8.576e-04,3.64
-8.560e-04,3.64
-8.544e-04,3.64
-8.528e-04,3.64
-8.512e-04,3.68
-8.496e-04,3.68
-8.480e-04,3.68
-8.464e-04,3.68
-8.448e-04,3.68
-8.432e-04,3.72
-8.416e-04,3.68
-8.400e-04,3.72
-8.384e-04,3.72
-8.368e-04,3.72
-8.352e-04,3.76
-8.336e-04,3.76
-8.320e-04,3.76
-8.304e-04,3.76
-8.288e-04,3.76
-8.272e-04,3.72
-8.256e-04,3.76
-8.240e-04,3.8
-8.224e-04,3.76
-8.208e-04,3.8
-8.192e-04,3.8
-8.176e-04,3.8
-8.160e-04,3.8
-8.144e-04,3.76
-8.128e-04,3.8
-8.112e-04,3.8
-8.096e-04,3.8
-8.080e-04,3.8
-8.064e-04,3.8
-8.048e-04,3.8
-8.032e-04,3.84
-8.016e-04,3.8
-8.000e-04,3.84
-7.984e-04,3.8
-7.968e-04,3.8
-7.952e-04,3.8
-7.936e-04,3.84
-7.920e-04,3.84
-7.904e-04,3.84
-7.888e-04,3.84
-7.872e-04,3.84
-7.856e-04,3.84
-7.840e-04,3.84
-7.824e-04,3.84
-7.808e-04,3.84
-7.792e-04,3.84
-7.776e-04,3.84
-7.760e-04,3.84
-7.744e-04,3.84
-7.728e-04,3.88
-7.712e-04,3.84
-7.696e-04,3.84
-7.680e-04,3.84
-7.664e-04,3.84
-7.648e-04,3.88
-7.632e-04,3.84
-7.616e-04,3.88
-7.600e-04,3.84
-7.584e-04,3.88
-7.568e-04,3.88
-7.552e-04,3.88
-7.536e-04,3.84
-7.520e-04,3.88
-7.504e-04,3.88
-7.488e-04,3.88
-7.472e-04,3.88
-7.456e-04,3.88
-7.440e-04,3.88
-7.424e-04,3.88
-7.408e-04,3.92
-7.392e-04,3.88
-7.376e-04,3.88
-7.360e-04,3.88
-7.344e-04,3.88
-7.328e-04,3.88
-7.312e-04,3.88
-7.296e-04,3.88
-7.280e-04,3.92
-7.264e-04,3.88
-7.248e-04,3.92
-7.232e-04,3.92
-7.216e-04,3.92
-7.200e-04,3.92
-7.184e-04,3.92
-7.168e-04,3.92
-7.152e-04,3.92
-7.136e-04,3.92
-7.120e-04,3.88
-7.104e-04,3.92
-7.088e-04,3.88
-7.072e-04,3.92
-7.056e-04,3.92
-7.040e-04,3.92
-7.024e-04,3.92
-7.008e-04,3.92
-6.992e-04,3.92
-6.976e-04,3.92
-6.960e-04,3.92
-6.944e-04,3.92
-6.928e-04,3.92
-6.912e-04,3.92
-6.896e-04,3.92
-6.880e-04,3.92
-6.864e-04,3.92
-6.848e-04,3.92
-6.832e-04,3.92
-6.816e-04,3.92
-6.800e-04,3.92
-6.784e-04,3.96
-6.768e-04,3.92
-6.752e-04,3.92
-6.736e-04,3.92
-6.720e-04,3.92
-6.704e-04,3.92
-6.688e-04,3.92
-6.672e-04,3.92
-6.656e-04,3.92
-6.640e-04,3.92
-6.624e-04,3.92
-6.608e-04,3.92
-6.592e-04,3.96
-6.576e-04,3.92
-6.560e-04,3.92
-6.544e-04,3.92
-6.528e-04,3.92
-6.512e-04,3.92
-6.496e-04,3.92
-6.480e-04,3.92
-6.464e-04,3.92
-6.448e-04,3.92
-6.432e-04,3.92
-6.416e-04,3.92
-6.400e-04,3.96
-6.384e-04,3.92
-6.368e-04,3.92
-6.352e-04,3.92
-6.336e-04,3.92
-6.320e-04,3.92
-6.304e-04,3.96
-6.288e-04,3.96
-6.272e-04,3.92
-6.256e-04,3.96
-6.240e-04,3.92
-6.224e-04,3.92
-6.208e-04,3.92
-6.192e-04,3.92
-6.176e-04,3.92
-6.160e-04,3.96
-6.144e-04,3.96
-6.128e-04,3.92
-6.112e-04,3.92
-6.096e-04,3.92
-6.080e-04,3.96
-6.064e-04,3.96
-6.048e-04,3.96
-6.032e-04,3.92
-6.016e-04,3.92
-6.000e-04,3.92
-5.984e-04,3.92
-5.968e-04,3.96
-5.952e-04,3.96
-5.936e-04,3.96
-5.920e-04,3.92
-5.904e-04,3.96
-5.888e-04,3.92
-5.872e-04,3.92
-5.856e-04,3.96
-5.840e-04,3.92
-5.824e-04,3.96
-5.808e-04,3.96
-5.792e-04,3.92
-5.776e-04,3.92
-5.760e-04,3.96
-5.744e-04,3.92
-5.728e-04,3.96
-5.712e-04,3.92
-5.696e-04,3.96
-5.680e-04,3.92
-5.664e-04,3.92
-5.648e-04,3.92
-5.632e-04,3.92
-5.616e-04,3.92
-5.600e-04,3.92
-5.584e-04,3.96
-5.568e-04,3.92
-5.552e-04,3.92
-5.536e-04,3.92
-5.520e-04,3.96
-5.504e-04,3.92
-5.488e-04,3.92
-5.472e-04,3.92
-5.456e-04,3.92
-5.440e-04,3.96
-5.424e-04,3.96
-5.408e-04,3.96
-5.392e-04,3.92
-5.376e-04,3.92
-5.360e-04,3.92
-5.344e-04,3.96
-5.328e-04,3.96
-5.312e-04,3.92
-5.296e-04,3.96
-5.280e-04,3.96
-5.264e-04,3.96
-5.248e-04,3.96
-5.232e-04,3.96
-5.216e-04,3.96
-5.200e-04,3.96
-5.184e-04,3.96
-5.168e-04,3.92
-5.152e-04,3.96
-5.136e-04,3.96
-5.120e-04,3.92
-5.104e-04,3.96
-5.088e-04,3.92
-5.072e-04,3.96
-5.056e-04,2.76
-5.040e-04,2.72
-5.024e-04,2.64
-5.008e-04,2.56
-4.992e-04,2.48
-4.976e-04,2.4
-4.960e-04,2.36
-4.944e-04,2.32
-4.928e-04,2.24
-4.912e-04,2.2
-4.896e-04,2.08
-4.880e-04,2.08
-4.864e-04,2.04
-4.848e-04,1.96
-4.832e-04,1.92
-4.816e-04,1.88
-4.800e-04,1.8
-4.784e-04,1.76
-4.768e-04,1.72
-4.752e-04,1.68
-4.736e-04,1.64
-4.720e-04,1.6
-4.704e-04,1.56
-4.688e-04,1.52
-4.672e-04,1.48
-4.656e-04,1.44
-4.640e-04,1.4
-4.624e-04,1.36
-4.608e-04,1.36
-4.592e-04,1.28
-4.576e-04,1.28
-4.560e-04,1.24
-4.544e-04,1.2
-4.528e-04,1.2
-4.512e-04,1.16
-4.496e-04,1.16
-4.480e-04,1.08
-4.464e-04,1.08
-4.448e-04,1.08
-4.432e-04,1
-4.416e-04,1
-4.400e-04,1
-4.384e-04,0.92
-4.368e-04,0.92
-4.352e-04,0.92
-4.336e-04,0.88
-4.320e-04,0.88
-4.304e-04,0.84
-4.288e-04,0.84
-4.272e-04,0.8
-4.256e-04,0.76
-4.240e-04,0.8
-4.224e-04,0.72
-4.208e-04,0.72
-4.192e-04,0.68
-4.176e-04,0.68
-4.160e-04,0.68
-4.144e-04,0.64
-4.128e-04,0.64
-4.112e-04,0.64
-4.096e-04,0.6
-4.080e-04,0.6
-4.064e-04,0.6
-4.048e-04,0.56
-4.032e-04,0.56
-4.016e-04,0.52
-4.000e-04,0.52
-3.984e-04,0.52
-3.968e-04,0.48
-3.952e-04,0.48
-3.936e-04,0.48
-3.920e-04,0.44
-3.904e-04,0.44
-3.888e-04,0.44
-3.872e-04,0.48
-3.856e-04,0.44
-3.840e-04,0.44
-3.824e-04,0.4
-3.808e-04,0.36
-3.792e-04,0.4
-3.776e-04,0.36
-3.760e-04,0.36
-3.744e-04,0.4
-3.728e-04,0.32
-3.712e-04,0.36
-3.696e-04,0.32
-3.680e-04,0.32
-3.664e-04,0.32
-3.648e-04,0.28
-3.632e-04,0.32
-3.616e-04,0.32
-3.600e-04,0.32
-3.584e-04,0.32
-3.568e-04,0.32
-3.552e-04,0.28
-3.536e-04,0.28
-3.520e-04,0.28
-3.504e-04,0.24
-3.488e-04,0.24
-3.472e-04,0.28
-3.456e-04,0.24
-3.440e-04,0.24
-3.424e-04,0.2
-3.408e-04,0.24
-3.392e-04,0.2
-3.376e-04,0.2
-3.360e-04,0.2
-3.344e-04,0.24
-3.328e-04,0.2
-3.312e-04,0.2
-3.296e-04,0.2
-3.280e-04,0.2
-3.264e-04,0.2
-3.248e-04,0.2
-3.232e-04,0.16
-3.216e-04,0.16
-3.200e-04,0.16
-3.184e-04,0.16
-3.168e-04,0.16
-3.152e-04,0.2
-3.136e-04,0.12
-3.120e-04,0.16
-3.104e-04,0.16
-3.088e-04,0.12
-3.072e-04,0.12
-3.056e-04,0.16
-3.040e-04,0.12
-3.024e-04,0.12
-3.008e-04,0.12
-2.992e-04,0.12
-2.976e-04,0.12
-2.960e-04,0.08
-2.944e-04,0.12
-2.928e-04,0.12
-2.912e-04,0.12
-2.896e-04,0.12
-2.880e-04,0.12
-2.864e-04,0.12
-2.848e-04,0.08
-2.832e-04,0.08
-2.816e-04,0.08
-2.800e-04,0.08
-2.784e-04,0.12
-2.768e-04,0.08
-2.752e-04,0.08
-2.736e-04,0.08
-2.720e-04,0.08
-2.704e-04,0.08
-2.688e-04,0.04
-2.672e-04,0.08
-2.656e-04,0.08
-2.640e-04,0.08
-2.624e-04,0.08
-2.608e-04,0.08
-2.592e-04,0.04
-2.576e-04,0.04
-2.560e-04,0.08
-2.544e-04,0.04
-2.528e-04,0.08
-2.512e-04,0.04
-2.496e-04,0.08
-2.480e-04,0.04
-2.464e-04,0.04
-2.448e-04,0.04
-2.432e-04,0.04
-2.416e-04,0.04
-2.400e-04,0.04
-2.384e-04,0.04
-2.368e-04,0.04
-2.352e-04,0.08
-2.336e-04,0.04
-2.320e-04,0.08
-2.304e-04,0.04
-2.288e-04,0.04
-2.272e-04,0.08
-2.256e-04,0.04
-2.240e-04,0.04
-2.224e-04,0
-2.208e-04,0.04
-2.192e-04,0
-2.176e-04,0.04
-2.160e-04,0.04
-2.144e-04,0
-2.128e-04,0
-2.112e-04,0.04
-2.096e-04,0.04
-2.080e-04,0.04
-2.064e-04,0
-2.048e-04,0.04
-2.032e-04,0
-2.016e-04,0.04
-2.000e-04,0
-1.984e-04,0
-1.968e-04,0
-1.952e-04,0.04
-1.936e-04,0
-1.920e-04,0
-1.904e-04,0
-1.888e-04,0
-1.872e-04,0
-1.856e-04,0
-1.840e-04,0
-1.824e-04,0
-1.808e-04,0.04
-1.792e-04,0
-1.776e-04,0
-1.760e-04,0
-1.744e-04,0
-1.728e-04,0
-1.712e-04,0
-1.696e-04,0
-1.680e-04,0
-1.664e-04,0
-1.648e-04,0
-1.632e-04,0
-1.616e-04,-0.04
-1.600e-04,0
-1.584e-04,0
-1.568e-04,0
-1.552e-04,0
-1.536e-04,0
-1.520e-04,0
-1.504e-04,0
-1.488e-04,0.04
-1.472e-04,0
-1.456e-04,0
-1.440e-04,0
-1.424e-04,0
-1.408e-04,0
-1.392e-04,0
-1.376e-04,0
-1.360e-04,0
-1.344e-04,0.04
-1.328e-04,0
-1.312e-04,0
-1.296e-04,0
-1.280e-04,0
-1.264e-04,0.04
-1.248e-04,0
-1.232e-04,0
-1.216e-04,0
-1.200e-04,0
-1.184e-04,0
-1.168e-04,0
-1.152e-04,0
-1.136e-04,0
-1.120e-04,0
-1.104e-04,0
-1.088e-04,0
-1.072e-04,0
-1.056e-04,0
-1.040e-04,0
-1.024e-04,0
-1.008e-04,0.04
-9.920e-05,0
-9.760e-05,0
-9.600e-05,0.04
-9.440e-05,0
-9.280e-05,0
-9.120e-05,0
-8.960e-05,0
-8.800e-05,0
-8.640e-05,0
-8.480e-05,0
-8.320e-05,-0.04
-8.160e-05,0
-8.000e-05,0
-7.840e-05,-0.04
-7.680e-05,-0.04
-7.520e-05,0
-7.360e-05,0
-7.200e-05,0
-7.040e-05,0
-6.880e-05,0
-6.720e-05,-0.04
-6.560e-05,-0.04
-6.400e-05,-0.04
-6.240e-05,0
-6.080e-05,0
-5.920e-05,0
-5.760e-05,-0.04
-5.600e-05,0
-5.440e-05,0
-5.280e-05,0
-5.120e-05,0
-4.960e-05,0
-4.800e-05,0
-4.640e-05,0
-4.480e-05,-0.04
-4.320e-05,0
-4.160e-05,0
-4.000e-05,0
-3.840e-05,0
-3.680e-05,0
-3.520e-05,-0.04
-3.360e-05,0
-3.200e-05,0
-3.040e-05,0
-2.880e-05,0
-2.720e-05,-0.04
-2.560e-05,0
-2.400e-05,0
-2.240e-05,0
-2.080e-05,0
-1.920e-05,0
-1.760e-05,0
-1.600e-05,0
-1.440e-05,0
-1.280e-05,0
-1.120e-05,0
-9.600e-06,0
-8.000e-06,0
-6.400e-06,0
-4.800e-06,0
-3.200e-06,0
-1.600e-06,0
2.556e-17,1.12
1.600e-06,1.2
3.200e-06,1.24
4.800e-06,1.32
6.400e-06,1.4
8.000e-06,1.44
9.600e-06,1.52
1.120e-05,1.6
1.280e-05,1.68
1.440e-05,1.68
1.600e-05,1.76
1.760e-05,1.8
1.920e-05,1.88
2.080e-05,1.92
2.240e-05,1.96
2.400e-05,2
2.560e-05,2.04
2.720e-05,2.12
2.880e-05,2.16
3.040e-05,2.2
3.200e-05,2.24
3.360e-05,2.28
3.520e-05,2.32
3.680e-05,2.36
3.840e-05,2.4
4.000e-05,2.44
4.160e-05,2.48
4.320e-05,2.48
4.480e-05,2.52
4.640e-05,2.6
4.800e-05,2.64
4.960e-05,2.64
5.120e-05,2.68
5.280e-05,2.72
5.440e-05,2.76
5.600e-05,2.76
5.760e-05,2.8
5.920e-05,2.8
6.080e-05,2.84
6.240e-05,2.88
6.400e-05,2.92
6.560e-05,2.92
6.720e-05,2.96
6.880e-05,2.96
7.040e-05,3
7.200e-05,3
7.360e-05,3.04
7.520e-05,3.04
7.680e-05,3.08
7.840e-05,3.12
8.000e-05,3.12
8.160e-05,3.12
8.320e-05,3.16
8.480e-05,3.16
8.640e-05,3.2
8.800e-05,3.24
8.960e-05,3.24
9.120e-05,3.24
9.280e-05,3.28
9.440e-05,3.28
9.600e-05,3.28
9.760e-05,3.32
9.920e-05,3.32
1.008e-04,3.32
1.024e-04,3.32
1.040e-04,3.36
1.056e-04,3.36
1.072e-04,3.4
1.088e-04,3.4
1.104e-04,3.4
1.120e-04,3.4
1.136e-04,3.44
1.152e-04,3.44
1.168e-04,3.44
1.184e-04,3.48
1.200e-04,3.44
1.216e-04,3.52
1.232e-04,3.48
1.248e-04,3.52
1.264e-04,3.52
1.280e-04,3.52
1.296e-04,3.52
1.312e-04,3.56
1.328e-04,3.52
1.344e-04,3.56
1.360e-04,3.56
1.376e-04,3.6
1.392e-04,3.56
1.408e-04,3.6
1.424e-04,3.6
1.440e-04,3.6
1.456e-04,3.6
1.472e-04,3.6
1.488e-04,3.64
1.504e-04,3.6
1.520e-04,3.64
1.536e-04,3.64
1.552e-04,3.68
1.568e-04,3.68
1.584e-04,3.68
1.600e-04,3.68
1.616e-04,3.68
1.632e-04,3.68
1.648e-04,3.68
1.664e-04,3.68
1.680e-04,3.72
1.696e-04,3.72
1.712e-04,3.72
1.728e-04,3.72
1.744e-04,3.72
1.760e-04,3.76
1.776e-04,3.72
1.792e-04,3.76
1.808e-04,3.76
1.824e-04,3.76
1.840e-04,3.76
1.856e-04,3.76
1.872e-04,3.76
1.888e-04,3.76
1.904e-04,3.76
1.920e-04,3.76
1.936e-04,3.8
1.952e-04,3.8
1.968e-04,3.8
1.984e-04,3.8
2.000e-04,3.8
2.016e-04,3.8
2.032e-04,3.8
2.048e-04,3.8
2.064e-04,3.8
2.080e-04,3.8
2.096e-04,3.8
2.112e-04,3.8
2.128e-04,3.8
2.144e-04,3.8
2.160e-04,3.84
2.176e-04,3.8
2.192e-04,3.84
2.208e-04,3.84
2.224e-04,3.84
2.240e-04,3.84
2.256e-04,3.84
2.272e-04,3.84
2.288e-04,3.84
2.304e-04,3.84
2.320e-04,3.84
2.336e-04,3.84
2.352e-04,3.84
2.368e-04,3.84
2.384e-04,3.84
2.400e-04,3.84
2.416e-04,3.84
2.432e-04,3.88
2.448e-04,3.84
2.464e-04,3.88
2.480e-04,3.84
2.496e-04,3.88
2.512e-04,3.88
2.528e-04,3.88
2.544e-04,3.88
2.560e-04,3.88
2.576e-04,3.88
2.592e-04,3.88
2.608e-04,3.88
2.624e-04,3.92
2.640e-04,3.88
2.656e-04,3.88
2.672e-04,3.88
2.688e-04,3.88
2.704e-04,3.92
2.720e-04,3.88
2.736e-04,3.88
2.752e-04,3.88
2.768e-04,3.88
2.784e-04,3.92
2.800e-04,3.92
2.816e-04,3.88
2.832e-04,3.88
2.848e-04,3.88
2.864e-04,3.92
2.880e-04,3.92
2.896e-04,3.88
2.912e-04,3.92
2.928e-04,3.92
2.944e-04,3.88
2.960e-04,3.88
2.976e-04,3.92
2.992e-04,3.88
3.008e-04,3.88
3.024e-04,3.92
3.040e-04,3.92
3.056e-04,3.92
3.072e-04,3.92
3.088e-04,3.92
3.104e-04,3.92
3.120e-04,3.92
3.136e-04,3.92
3.152e-04,3.92
3.168e-04,3.92
3.184e-04,3.92
3.200e-04,3.92
3.216e-04,3.92
3.232e-04,3.92
3.248e-04,3.92
