ts,VCH1s,VCH2s
-8e-05,0.7000000000000001,0.34
-7.992000000000001e-05,0.5,0.3
-7.984000000000001e-05,0.7000000000000001,0.3
-7.976000000000001e-05,0.7000000000000001,0.26
-7.968000000000001e-05,0.7000000000000001,0.26
-7.960000000000001e-05,0.5,0.26
-7.952000000000001e-05,0.5,0.22
-7.944000000000001e-05,0.5,0.22
-7.936000000000001e-05,0.5,0.18
-7.928e-05,0.5,0.18
-7.92e-05,0.5,0.14
-7.912e-05,0.5,0.18
-7.904e-05,0.5,0.14
-7.896e-05,0.30000000000000004,0.1
-7.888e-05,0.5,0.1
-7.88e-05,0.5,0.06
-7.872e-05,0.30000000000000004,0.06
-7.864e-05,0.30000000000000004,0.02
-7.856000000000001e-05,0.30000000000000004,0.06
-7.848000000000001e-05,0.5,0.02
-7.840000000000001e-05,0.30000000000000004,0.02
-7.832000000000001e-05,0.30000000000000004,-0.02
-7.824000000000001e-05,0.30000000000000004,-0.06
-7.816000000000001e-05,0.30000000000000004,-0.06
-7.808000000000001e-05,0.30000000000000004,-0.06
-7.800000000000001e-05,0.1,-0.06
-7.792000000000001e-05,0.1,-0.1
-7.784e-05,0.1,-0.14
-7.776e-05,0.1,-0.18
-7.768e-05,0.1,-0.18
-7.76e-05,0.1,-0.18
-7.752e-05,0.1,-0.18
-7.744e-05,0.1,-0.22
-7.736e-05,0.30000000000000004,-0.22
-7.728e-05,0.1,-0.26
-7.72e-05,0.1,-0.26
-7.712000000000001e-05,0.1,-0.26
-7.704000000000001e-05,0.1,-0.3
-7.696000000000001e-05,0.1,-0.3
-7.688000000000001e-05,-0.1,-0.3
-7.680000000000001e-05,0.1,-0.34
-7.672000000000001e-05,0.1,-0.34
-7.664000000000001e-05,0.1,-0.34
-7.656000000000001e-05,-0.1,-0.38
-7.648e-05,-0.1,-0.42
-7.64e-05,0.1,-0.42
-7.632e-05,0.1,-0.42
-7.624e-05,-0.1,-0.46
-7.616e-05,-0.1,-0.46
-7.608e-05,0.1,-0.46
-7.6e-05,-0.1,-0.5
-7.592e-05,-0.1,-0.5
-7.584e-05,0.1,-0.5
-7.576e-05,-0.1,-0.54
-7.568000000000001e-05,-0.1,-0.54
-7.560000000000001e-05,0.1,-0.54
-7.552000000000001e-05,0.1,-0.58
-7.544000000000001e-05,0.1,-0.58
-7.536000000000001e-05,0.1,-0.62
-7.528000000000001e-05,0.1,-0.62
-7.520000000000001e-05,0.1,-0.62
-7.512000000000001e-05,0.1,-0.62
-7.504000000000001e-05,0.1,-0.66
-7.496e-05,0.1,-0.66
-7.488e-05,0.1,-0.7000000000000001
-7.48e-05,-0.1,-0.7000000000000001
-7.472e-05,0.1,-0.7000000000000001
-7.464e-05,0.1,-0.7000000000000001
-7.456e-05,0.1,-0.74
-7.448e-05,0.1,-0.78
-7.44e-05,0.1,-0.74
-7.432e-05,0.1,-0.74
-7.424000000000001e-05,0.1,-0.78
-7.416000000000001e-05,0.30000000000000004,-0.78
-7.408000000000001e-05,0.1,-0.8200000000000001
-7.400000000000001e-05,0.1,-0.8200000000000001
-7.392000000000001e-05,0.1,-0.8200000000000001
-7.384000000000001e-05,0.1,-0.8200000000000001
-7.376000000000001e-05,0.1,-0.86
-7.368000000000001e-05,0.30000000000000004,-0.86
-7.36e-05,0.30000000000000004,-0.86
-7.352e-05,0.30000000000000004,-0.86
-7.344e-05,0.30000000000000004,-0.9
-7.336e-05,0.30000000000000004,-0.9
-7.328e-05,0.30000000000000004,-0.9
-7.32e-05,0.30000000000000004,-0.9
-7.312e-05,0.30000000000000004,-0.9400000000000001
-7.304e-05,0.30000000000000004,-0.9400000000000001
-7.296e-05,0.30000000000000004,-0.9400000000000001
-7.288000000000001e-05,0.30000000000000004,-0.9400000000000001
-7.280000000000001e-05,0.5,-0.9400000000000001
-7.272000000000001e-05,0.5,-0.9400000000000001
-7.264000000000001e-05,0.5,-0.98
-7.256000000000001e-05,0.7000000000000001,-1.02
-7.248000000000001e-05,0.5,-0.98
-7.240000000000001e-05,0.5,-1.02
-7.232000000000001e-05,0.5,-1.02
-7.224e-05,0.7000000000000001,-1.02
-7.216000000000001e-05,0.5,-1.02
-7.208e-05,0.7000000000000001,-1.06
-7.2e-05,0.7000000000000001,-1.02
-7.192e-05,0.7000000000000001,-1.06
-7.184e-05,0.7000000000000001,-1.06
-7.176e-05,0.7000000000000001,-1.06
-7.168e-05,0.9,-1.06
-7.16e-05,0.9,-1.06
-7.152e-05,0.7000000000000001,-1.06
-7.144000000000001e-05,0.9,-1.06
-7.136000000000001e-05,0.9,-1.1
-7.128000000000001e-05,0.9,-1.1
-7.120000000000001e-05,1.1,-1.1
-7.112000000000001e-05,0.9,-1.1
-7.104000000000001e-05,0.9,-1.06
-7.096000000000001e-05,0.9,-1.1
-7.088e-05,1.1,-1.1400000000000001
-7.080000000000001e-05,1.1,-1.1
-7.072e-05,1.1,-1.1
-7.064e-05,1.1,-1.1
-7.056e-05,1.1,-1.1
-7.048e-05,1.3,-1.1
-7.04e-05,1.3,-1.1
-7.032e-05,1.3,-1.1
-7.024e-05,1.3,-1.1400000000000001
-7.016e-05,1.5,-1.1
-7.008e-05,1.3,-1.1
-7.000000000000001e-05,1.5,-1.1
-6.992000000000001e-05,1.5,-1.1
-6.984000000000001e-05,1.3,-1.1
-6.976000000000001e-05,1.5,-1.1
-6.968000000000001e-05,1.5,-1.1400000000000001
-6.960000000000001e-05,1.5,-1.1
-6.952000000000001e-05,1.5,-1.1
-6.944000000000001e-05,1.7000000000000002,-1.1
-6.936e-05,1.7000000000000002,-1.1
-6.928e-05,1.7000000000000002,-1.1
-6.92e-05,1.7000000000000002,-1.1
-6.912e-05,1.7000000000000002,-1.1400000000000001
-6.904e-05,1.7000000000000002,-1.1
-6.896e-05,1.7000000000000002,-1.1
-6.888e-05,1.9000000000000001,-1.1
-6.88e-05,1.9000000000000001,-1.1
-6.872e-05,1.9000000000000001,-1.1
-6.864000000000001e-05,1.9000000000000001,-1.1
-6.856000000000001e-05,2.1,-1.1
-6.848000000000001e-05,2.1,-1.06
-6.840000000000001e-05,2.1,-1.1
-6.832000000000001e-05,2.3000000000000003,-1.02
-6.824000000000001e-05,2.1,-1.06
-6.816000000000001e-05,2.1,-1.06
-6.808000000000001e-05,2.3000000000000003,-1.06
-6.8e-05,2.3000000000000003,-1.02
-6.792000000000001e-05,2.3000000000000003,-1.06
-6.784e-05,2.3000000000000003,-1.02
-6.776e-05,2.3000000000000003,-1.02
-6.768e-05,2.3000000000000003,-1.02
-6.76e-05,2.5,-1.02
-6.752e-05,2.5,-0.98
-6.744e-05,2.5,-1.02
-6.736e-05,2.5,-0.98
-6.728e-05,2.5,-0.98
-6.720000000000001e-05,2.7,-0.98
-6.712000000000001e-05,2.7,-0.98
-6.704000000000001e-05,2.7,-0.9400000000000001
-6.696000000000001e-05,2.7,-0.9400000000000001
-6.688000000000001e-05,2.9000000000000004,-0.9400000000000001
-6.680000000000001e-05,2.7,-0.9
-6.672000000000001e-05,2.9000000000000004,-0.9
-6.664e-05,2.9000000000000004,-0.9
-6.656000000000001e-05,2.9000000000000004,-0.9
-6.648e-05,2.9000000000000004,-0.9
-6.64e-05,3.1,-0.86
-6.632e-05,3.1,-0.86
-6.624e-05,3.3000000000000003,-0.86
-6.616e-05,3.1,-0.86
-6.608e-05,3.3000000000000003,-0.8200000000000001
-6.6e-05,3.3000000000000003,-0.86
-6.592e-05,3.3000000000000003,-0.8200000000000001
-6.584e-05,3.3000000000000003,-0.78
-6.576000000000001e-05,3.3000000000000003,-0.78
-6.568000000000001e-05,3.3000000000000003,-0.78
-6.560000000000001e-05,3.3000000000000003,-0.74
-6.552000000000001e-05,3.5,-0.74
-6.544000000000001e-05,3.5,-0.74
-6.536000000000001e-05,3.5,-0.7000000000000001
-6.528000000000001e-05,3.5,-0.7000000000000001
-6.520000000000001e-05,3.5,-0.7000000000000001
-6.512e-05,3.5,-0.66
-6.504e-05,3.7,-0.7000000000000001
-6.496e-05,3.7,-0.66
-6.488e-05,3.7,-0.66
-6.48e-05,3.7,-0.62
-6.472e-05,3.7,-0.62
-6.464e-05,3.7,-0.58
-6.456e-05,3.9000000000000004,-0.58
-6.448e-05,3.9000000000000004,-0.54
-6.440000000000001e-05,3.9000000000000004,-0.58
-6.432000000000001e-05,3.9000000000000004,-0.54
-6.424000000000001e-05,3.9000000000000004,-0.54
-6.416000000000001e-05,3.9000000000000004,-0.54
-6.408000000000001e-05,3.9000000000000004,-0.46
-6.400000000000001e-05,4.1000000000000005,-0.46
-6.392e-05,4.1000000000000005,-0.46
-6.384000000000001e-05,4.1000000000000005,-0.42
-6.376e-05,4.1000000000000005,-0.46
-6.368000000000001e-05,4.1000000000000005,-0.42
-6.36e-05,4.1000000000000005,-0.38
-6.352e-05,4.3,-0.38
-6.344e-05,4.3,-0.34
-6.336e-05,4.3,-0.34
-6.328e-05,4.3,-0.34
-6.32e-05,4.3,-0.3
-6.312e-05,4.3,-0.3
-6.304e-05,4.3,-0.26
-6.296000000000001e-05,4.5,-0.26
-6.288000000000001e-05,4.5,-0.26
-6.280000000000001e-05,4.3,-0.22
-6.272000000000001e-05,4.5,-0.22
-6.264000000000001e-05,4.5,-0.18
-6.256000000000001e-05,4.5,-0.18
-6.248000000000001e-05,4.5,-0.18
-6.24e-05,4.5,-0.18
-6.232000000000001e-05,4.5,-0.14
-6.224e-05,4.5,-0.1
-6.216e-05,4.5,-0.1
-6.208e-05,4.5,-0.1
-6.2e-05,4.7,-0.06
-6.192e-05,4.7,-0.06
-6.184e-05,4.7,-0.02
-6.176e-05,4.7,-0.02
-6.168e-05,4.7,-0.02
-6.16e-05,4.7,0.02
-6.152000000000001e-05,4.7,0.02
-6.144000000000001e-05,4.7,0.06
-6.136000000000001e-05,4.7,0.06
-6.128000000000001e-05,4.9,0.1
-6.120000000000001e-05,4.7,0.1
-6.112000000000001e-05,4.9,0.1
-6.104e-05,4.9,0.14
-6.0960000000000006e-05,4.9,0.14
-6.088000000000001e-05,4.9,0.18
-6.080000000000001e-05,4.9,0.18
-6.072e-05,4.9,0.18
-6.064e-05,4.9,0.22
-6.056e-05,5.1000000000000005,0.26
-6.0480000000000004e-05,4.9,0.26
-6.0400000000000004e-05,5.1000000000000005,0.26
-6.0320000000000005e-05,4.9,0.26
-6.0240000000000006e-05,4.9,0.3
-6.016000000000001e-05,4.9,0.3
-6.008000000000001e-05,4.9,0.34
-6.000000000000001e-05,4.9,0.34
-5.992000000000001e-05,5.1000000000000005,0.38
-5.984000000000001e-05,5.1000000000000005,0.38
-5.976000000000001e-05,5.1000000000000005,0.38
-5.9680000000000005e-05,5.1000000000000005,0.42
-5.9600000000000005e-05,4.9,0.42
-5.9520000000000006e-05,4.9,0.46
-5.944000000000001e-05,5.1000000000000005,0.46
-5.936000000000001e-05,5.1000000000000005,0.46
-5.928e-05,5.1000000000000005,0.46
-5.92e-05,5.1000000000000005,0.5
-5.912e-05,5.1000000000000005,0.5
-5.9040000000000004e-05,5.1000000000000005,0.54
-5.8960000000000005e-05,5.1000000000000005,0.54
-5.8880000000000005e-05,4.9,0.54
-5.8800000000000006e-05,4.9,0.58
-5.872000000000001e-05,4.9,0.62
-5.864000000000001e-05,5.1000000000000005,0.58
-5.856000000000001e-05,5.1000000000000005,0.62
-5.848000000000001e-05,4.9,0.66
-5.840000000000001e-05,4.9,0.66
-5.832000000000001e-05,4.9,0.66
-5.8240000000000005e-05,5.1000000000000005,0.7000000000000001
-5.8160000000000006e-05,5.1000000000000005,0.66
-5.8080000000000006e-05,4.9,0.7000000000000001
-5.800000000000001e-05,4.9,0.74
-5.792e-05,5.1000000000000005,0.7000000000000001
-5.784e-05,4.9,0.74
-5.776e-05,4.9,0.78
-5.7680000000000003e-05,5.1000000000000005,0.78
-5.7600000000000004e-05,4.9,0.78
-5.7520000000000005e-05,4.9,0.78
-5.7440000000000006e-05,4.9,0.78
-5.7360000000000006e-05,4.9,0.8200000000000001
-5.728000000000001e-05,4.9,0.8200000000000001
-5.720000000000001e-05,5.1000000000000005,0.8200000000000001
-5.712000000000001e-05,4.9,0.8200000000000001
-5.704000000000001e-05,4.9,0.9
-5.696000000000001e-05,4.9,0.86
-5.688000000000001e-05,4.9,0.86
-5.6800000000000005e-05,4.9,0.9
-5.6720000000000006e-05,4.7,0.9
-5.6640000000000007e-05,4.9,0.9
-5.656000000000001e-05,4.7,0.9
-5.648e-05,4.7,0.9400000000000001
-5.64e-05,4.7,0.9400000000000001
-5.632e-05,4.7,0.98
-5.6240000000000004e-05,4.7,0.98
-5.6160000000000004e-05,4.7,0.98
-5.6080000000000005e-05,4.7,0.98
-5.6000000000000006e-05,4.7,1.02
-5.592000000000001e-05,4.7,1.02
-5.584000000000001e-05,4.7,1.02
-5.576000000000001e-05,4.5,1.02
-5.568000000000001e-05,4.5,1.02
