ts,VCH1s,VCH2s
-0.00016,0.5,-1.46
-0.00015984000000000001,0.5,-1.42
-0.00015968000000000002,0.5,-1.46
-0.00015952000000000002,0.5,-1.46
-0.00015936000000000002,0.7000000000000001,-1.46
-0.00015920000000000002,0.9,-1.46
-0.00015904000000000002,0.7000000000000001,-1.46
-0.00015888000000000002,0.9,-1.46
-0.00015872000000000003,0.7000000000000001,-1.5
-0.00015856,0.9,-1.46
-0.0001584,0.9,-1.46
-0.00015824,0.9,-1.46
-0.00015808,1.1,-1.5
-0.00015792,0.9,-1.46
-0.00015776,1.1,-1.46
-0.0001576,1.1,-1.46
-0.00015744,1.3,-1.46
-0.00015728,1.1,-1.46
-0.00015712000000000001,1.3,-1.5
-0.00015696000000000002,1.3,-1.46
-0.00015680000000000002,1.5,-1.46
-0.00015664000000000002,1.3,-1.46
-0.00015648000000000002,1.3,-1.46
-0.00015632000000000002,1.5,-1.46
-0.00015616000000000002,1.5,-1.42
-0.00015600000000000002,1.5,-1.42
-0.00015584000000000003,1.5,-1.42
-0.00015568,1.5,-1.42
-0.00015552,1.7000000000000002,-1.42
-0.00015536,1.7000000000000002,-1.42
-0.0001552,1.7000000000000002,-1.3800000000000001
-0.00015504,1.7000000000000002,-1.3800000000000001
-0.00015488,1.7000000000000002,-1.3800000000000001
-0.00015472,1.9000000000000001,-1.3800000000000001
-0.00015456,1.9000000000000001,-1.34
-0.0001544,1.9000000000000001,-1.34
-0.00015424000000000001,1.9000000000000001,-1.3
-0.00015408000000000002,2.1,-1.3
-0.00015392000000000002,2.1,-1.3
-0.00015376000000000002,2.1,-1.26
-0.00015360000000000002,2.1,-1.26
-0.00015344000000000002,2.1,-1.22
-0.00015328000000000002,2.3000000000000003,-1.22
-0.00015312000000000002,2.3000000000000003,-1.22
-0.00015296,2.3000000000000003,-1.22
-0.0001528,2.3000000000000003,-1.18
-0.00015264,2.5,-1.18
-0.00015248,2.7,-1.1400000000000001
-0.00015232,2.7,-1.1400000000000001
-0.00015216,2.5,-1.1
-0.000152,2.7,-1.1
-0.00015184,2.7,-1.06
-0.00015168,2.7,-1.06
-0.00015152,2.9000000000000004,-1.02
-0.00015136000000000001,2.9000000000000004,-1.02
-0.00015120000000000002,2.9000000000000004,-1.02
-0.00015104000000000002,2.9000000000000004,-0.9400000000000001
-0.00015088000000000002,2.9000000000000004,-0.9400000000000001
-0.00015072000000000002,3.1,-0.9400000000000001
-0.00015056000000000002,3.1,-0.9
-0.00015040000000000002,3.1,-0.9
-0.00015024000000000003,3.1,-0.9
-0.00015008000000000003,3.1,-0.86
-0.00014992,3.3000000000000003,-0.8200000000000001
-0.00014976,3.3000000000000003,-0.8200000000000001
-0.0001496,3.3000000000000003,-0.78
-0.00014944,3.5,-0.74
-0.00014928,3.5,-0.7000000000000001
-0.00014912,3.5,-0.7000000000000001
-0.00014896,3.5,-0.66
-0.0001488,3.7,-0.62
-0.00014864,3.7,-0.62
-0.00014848000000000001,3.7,-0.62
-0.00014832000000000002,3.7,-0.58
-0.00014816000000000002,3.7,-0.54
-0.00014800000000000002,3.7,-0.54
-0.00014784000000000002,3.9000000000000004,-0.46
-0.00014768000000000002,3.9000000000000004,-0.46
-0.00014752000000000002,3.9000000000000004,-0.42
-0.00014736000000000003,4.1000000000000005,-0.38
-0.0001472,4.1000000000000005,-0.38
-0.00014704,3.9000000000000004,-0.3
-0.00014688,4.1000000000000005,-0.3
-0.00014672,4.1000000000000005,-0.3
-0.00014656,4.1000000000000005,-0.26
-0.0001464,4.1000000000000005,-0.18
-0.00014624,4.1000000000000005,-0.22
-0.00014608,4.3,-0.14
-0.00014592,4.3,-0.14
-0.00014576000000000001,4.3,-0.1
-0.00014560000000000002,4.5,-0.06
-0.00014544000000000002,4.5,-0.02
-0.00014528000000000002,4.3,0.02
-0.00014512000000000002,4.5,0.02
-0.00014496000000000002,4.5,0.06
-0.00014480000000000002,4.5,0.06
-0.00014464000000000002,4.5,0.1
-0.00014448,4.5,0.14
-0.00014432000000000003,4.5,0.14
-0.00014416,4.5,0.18
-0.000144,4.5,0.22
-0.00014384,4.7,0.26
-0.00014368,4.7,0.3
-0.00014352,4.7,0.3
-0.00014336,4.7,0.34
-0.0001432,4.7,0.38
-0.00014304,4.9,0.42
-0.00014288000000000001,4.9,0.42
-0.00014272000000000002,4.9,0.46
-0.00014256000000000002,4.9,0.5
-0.00014240000000000002,4.9,0.5
-0.00014224000000000002,4.9,0.54
-0.00014208000000000002,4.9,0.58
-0.00014192000000000002,4.9,0.58
