t_f_9901.2Hz,V2_f_9901.2Hz,t_f_990.1Hz,V2_f_990.1Hz,t_f_99.0Hz,V2_f_99.0Hz,t_f_9.9Hz,V2_f_9.9Hz,t_f_1.0Hz,V2_f_1.0Hz
-0.00016,1.6,-0.00016,1.6,-0.016,3.96,-0.16,3.96,-1.6,3.96
-0.00015984000000000001,1.6,-0.00015984000000000001,1.6,-0.015984,3.96,-0.15984,3.96,-1.5984,4.04
-0.00015968000000000002,1.6,-0.00015968000000000002,1.6,-0.015968,3.96,-0.15968000000000002,3.96,-1.5968,4.0
-0.00015952000000000002,1.56,-0.00015952000000000002,1.56,-0.015952,4.0,-0.15952,3.96,-1.5952000000000002,4.0
-0.00015936000000000002,1.6,-0.00015936000000000002,1.56,-0.015936,4.0,-0.15936,4.0,-1.5936000000000001,4.0
-0.00015920000000000002,1.6,-0.00015920000000000002,1.6,-0.01592,3.96,-0.1592,4.0,-1.592,3.96
-0.00015904000000000002,1.56,-0.00015904000000000002,1.56,-0.015904,4.0,-0.15904000000000001,4.0,-1.5904,4.0
-0.00015888000000000002,1.6,-0.00015888000000000002,1.56,-0.015888,4.0,-0.15888,4.0,-1.5888,4.0
-0.00015872000000000003,1.6,-0.00015872000000000003,1.6,-0.015872,3.96,-0.15872,3.96,-1.5872000000000002,4.0
-0.00015856,1.56,-0.00015856,1.6,-0.015856000000000002,3.96,-0.15856,3.96,-1.5856000000000001,3.96
-0.0001584,1.56,-0.0001584,1.56,-0.01584,4.0,-0.1584,4.0,-1.584,4.0
-0.00015824,1.56,-0.00015824,1.6,-0.015824,3.96,-0.15824,4.0,-1.5824,4.0
-0.00015808,1.52,-0.00015808,1.56,-0.015808,3.96,-0.15808,3.96,-1.5808,4.0
-0.00015792,1.56,-0.00015792,1.6,-0.015792,3.96,-0.15792,3.96,-1.5792000000000002,4.0
-0.00015776,1.56,-0.00015776,1.56,-0.015776000000000002,3.96,-0.15776,4.0,-1.5776000000000001,3.96
-0.0001576,1.56,-0.0001576,1.56,-0.01576,3.96,-0.1576,4.0,-1.576,4.0
-0.00015744,1.56,-0.00015744,1.56,-0.015744,4.0,-0.15744,3.96,-1.5744,3.96
-0.00015728,1.56,-0.00015728,1.56,-0.015728,3.96,-0.15728,3.96,-1.5728,4.0
-0.00015712000000000001,1.56,-0.00015712000000000001,1.56,-0.015712,3.96,-0.15712,4.0,-1.5712000000000002,4.0
-0.00015696000000000002,1.56,-0.00015696000000000002,1.56,-0.015696,3.96,-0.15696000000000002,3.96,-1.5696,3.96
-0.00015680000000000002,1.52,-0.00015680000000000002,1.6,-0.01568,4.0,-0.1568,4.0,-1.568,3.96
-0.00015664000000000002,1.56,-0.00015664000000000002,1.56,-0.015664,3.96,-0.15664,3.96,-1.5664,3.96
-0.00015648000000000002,1.56,-0.00015648000000000002,1.56,-0.015648,4.0,-0.15648,3.96,-1.5648000000000002,4.0
-0.00015632000000000002,1.52,-0.00015632000000000002,1.56,-0.015632,3.96,-0.15632000000000001,3.96,-1.5632000000000001,4.0
-0.00015616000000000002,1.52,-0.00015616000000000002,1.52,-0.015616,3.96,-0.15616,4.0,-1.5616,3.96
-0.00015600000000000002,1.52,-0.00015600000000000002,1.52,-0.015600000000000001,3.96,-0.156,3.96,-1.56,4.0
-0.00015584000000000003,1.52,-0.00015584000000000003,1.52,-0.015584,3.96,-0.15584,4.0,-1.5584,4.0
-0.00015568,1.52,-0.00015568,1.56,-0.015568,3.96,-0.15568,4.0,-1.5568000000000002,3.96
-0.00015552,1.52,-0.00015552,1.52,-0.015552,3.96,-0.15552,3.96,-1.5552000000000001,3.96
-0.00015536,1.52,-0.00015536,1.56,-0.015536000000000001,3.96,-0.15536,3.96,-1.5536,4.0
-0.0001552,1.52,-0.0001552,1.56,-0.01552,3.96,-0.1552,3.96,-1.552,4.0
-0.00015504,1.56,-0.00015504,1.56,-0.015504,4.0,-0.15504,3.96,-1.5504,3.96
-0.00015488,1.52,-0.00015488,1.52,-0.015488,4.0,-0.15488,4.0,-1.5488000000000002,3.96
-0.00015472,1.56,-0.00015472,1.52,-0.015472,3.96,-0.15472,3.96,-1.5472000000000001,3.96
-0.00015456,1.52,-0.00015456,1.52,-0.015456000000000001,3.96,-0.15456,3.96,-1.5456,3.96
-0.0001544,1.52,-0.0001544,1.56,-0.01544,4.0,-0.1544,4.0,-1.544,4.0
-0.00015424000000000001,1.52,-0.00015424000000000001,1.56,-0.015424,3.96,-0.15424000000000002,3.96,-1.5424,4.0
-0.00015408000000000002,1.52,-0.00015408000000000002,1.52,-0.015408,4.0,-0.15408,3.96,-1.5408000000000002,3.96
-0.00015392000000000002,1.52,-0.00015392000000000002,1.52,-0.015392000000000001,3.96,-0.15392,4.0,-1.5392000000000001,4.0
-0.00015376000000000002,1.52,-0.00015376000000000002,1.52,-0.015376,3.96,-0.15376,3.96,-1.5376,4.0
-0.00015360000000000002,1.52,-0.00015360000000000002,1.52,-0.01536,3.96,-0.15360000000000001,4.0,-1.536,3.96
-0.00015344000000000002,1.52,-0.00015344000000000002,1.48,-0.015344,4.0,-0.15344,3.96,-1.5344,3.96
-0.00015328000000000002,1.52,-0.00015328000000000002,1.52,-0.015328,3.96,-0.15328,3.96,-1.5328000000000002,3.96
-0.00015312000000000002,1.52,-0.00015312000000000002,1.52,-0.015312000000000001,3.96,-0.15312,3.96,-1.5312000000000001,4.0
-0.00015296,1.48,-0.00015296,1.48,-0.015296,3.96,-0.15296,4.0,-1.5296,3.96
-0.0001528,1.52,-0.0001528,1.52,-0.01528,3.96,-0.1528,3.96,-1.528,4.0
-0.00015264,1.48,-0.00015264,1.52,-0.015264,3.96,-0.15264,3.96,-1.5264000000000002,4.0
-0.00015248,1.48,-0.00015248,1.52,-0.015248000000000001,4.0,-0.15248,4.0,-1.5248000000000002,4.0
-0.00015232,1.48,-0.00015232,1.52,-0.015232,3.96,-0.15232,3.96,-1.5232,4.0
-0.00015216,1.52,-0.00015216,1.52,-0.015216,4.0,-0.15216,4.0,-1.5216,4.0
-0.000152,1.52,-0.000152,1.48,-0.0152,3.96,-0.152,4.0,-1.52,3.96
-0.00015184,1.52,-0.00015184,1.48,-0.015184,4.0,-0.15184,4.0,-1.5184000000000002,3.96
-0.00015168,2.12,-0.00015168,1.48,-0.015168000000000001,3.96,-0.15168,3.96,-1.5168000000000001,4.0
-0.00015152,1.84,-0.00015152,1.84,-0.015152,3.56,-0.15152,4.0,-1.5152,0.04
-0.00015136000000000001,1.84,-0.00015136000000000001,1.84,-0.015136,3.24,-0.15136,1.44,-1.5136,0.0
-0.00015120000000000002,1.8800000000000001,-0.00015120000000000002,1.84,-0.01512,2.88,-0.1512,0.52,-1.512,0.0
-0.00015104000000000002,1.84,-0.00015104000000000002,1.84,-0.015104000000000001,2.56,-0.15104,0.24,-1.5104000000000002,0.0
-0.00015088000000000002,1.8800000000000001,-0.00015088000000000002,1.84,-0.015088,2.32,-0.15088000000000001,0.12,-1.5088000000000001,0.0
-0.00015072000000000002,1.84,-0.00015072000000000002,1.8800000000000001,-0.015072,2.12,-0.15072,0.04,-1.5072,0.0
-0.00015056000000000002,1.8800000000000001,-0.00015056000000000002,1.84,-0.015056,1.8800000000000001,-0.15056,0.04,-1.5056,0.0
-0.00015040000000000002,1.8800000000000001,-0.00015040000000000002,1.8800000000000001,-0.015040000000000001,1.72,-0.1504,0.04,-1.504,0.0
-0.00015024000000000003,1.8800000000000001,-0.00015024000000000003,1.84,-0.015024000000000001,1.56,-0.15024,0.04,-1.5024000000000002,0.0
-0.00015008000000000003,1.84,-0.00015008000000000003,1.84,-0.015008,1.4000000000000001,-0.15008,0.0,-1.5008000000000001,0.0
-0.00014992,1.8800000000000001,-0.00014992,1.8800000000000001,-0.014992,1.28,-0.14992,0.0,-1.4992,0.0
-0.00014976,1.8800000000000001,-0.00014976,1.8800000000000001,-0.014976,1.16,-0.14976,0.0,-1.4976,0.0
-0.0001496,1.8800000000000001,-0.0001496,1.8800000000000001,-0.014960000000000001,1.04,-0.1496,0.04,-1.496,0.04
-0.00014944,1.8800000000000001,-0.00014944,1.8800000000000001,-0.014944,0.96,-0.14944,0.0,-1.4944000000000002,0.0
-0.00014928,1.8800000000000001,-0.00014928,1.8800000000000001,-0.014928,0.84,-0.14928,0.0,-1.4928000000000001,0.04
-0.00014912,1.8800000000000001,-0.00014912,1.8800000000000001,-0.014912,0.76,-0.14912,0.0,-1.4912,0.04
-0.00014896,1.8800000000000001,-0.00014896,1.8800000000000001,-0.014896,0.68,-0.14896,0.0,-1.4896,0.0
-0.0001488,1.8800000000000001,-0.0001488,1.8800000000000001,-0.01488,0.64,-0.1488,0.04,-1.488,0.04
-0.00014864,1.92,-0.00014864,1.8800000000000001,-0.014864,0.56,-0.14864,0.0,-1.4864000000000002,0.04
-0.00014848000000000001,1.92,-0.00014848000000000001,1.92,-0.014848,0.52,-0.14848,0.04,-1.4848000000000001,0.0
-0.00014832000000000002,1.92,-0.00014832000000000002,1.92,-0.014832,0.48,-0.14832,0.0,-1.4832,0.0
-0.00014816000000000002,1.8800000000000001,-0.00014816000000000002,1.92,-0.014816000000000001,0.44,-0.14816000000000001,0.0,-1.4816,0.0
-0.00014800000000000002,1.8800000000000001,-0.00014800000000000002,1.92,-0.0148,0.4,-0.148,0.0,-1.48,0.0
-0.00014784000000000002,1.8800000000000001,-0.00014784000000000002,1.92,-0.014784,0.36,-0.14784,0.04,-1.4784000000000002,0.0
-0.00014768000000000002,1.92,-0.00014768000000000002,1.92,-0.014768,0.32,-0.14768,0.0,-1.4768000000000001,0.0
-0.00014752000000000002,1.92,-0.00014752000000000002,1.92,-0.014752000000000001,0.32,-0.14752,0.0,-1.4752,0.0
-0.00014736000000000003,1.92,-0.00014736000000000003,1.92,-0.014736,0.28,-0.14736,0.0,-1.4736,0.04
-0.0001472,1.92,-0.0001472,1.92,-0.01472,0.24,-0.1472,0.0,-1.472,0.0
-0.00014704,1.92,-0.00014704,1.92,-0.014704,0.24,-0.14704,0.0,-1.4704000000000002,0.0
-0.00014688,1.92,-0.00014688,1.92,-0.014688,0.24,-0.14688,0.0,-1.4688,0.0
-0.00014672,1.96,-0.00014672,1.96,-0.014672000000000001,0.2,-0.14672,0.04,-1.4672,0.0
-0.00014656,1.92,-0.00014656,1.96,-0.014656,0.2,-0.14656,0.04,-1.4656,0.0
-0.0001464,1.92,-0.0001464,1.92,-0.01464,0.16,-0.1464,0.04,-1.464,0.04
-0.00014624,1.92,-0.00014624,1.92,-0.014624,0.12,-0.14624,0.0,-1.4624000000000001,0.0
-0.00014608,1.96,-0.00014608,1.92,-0.014608,0.16,-0.14608,0.0,-1.4608,0.0
-0.00014592,1.96,-0.00014592,1.92,-0.014592,0.12,-0.14592,0.0,-1.4592,0.04
-0.00014576000000000001,1.96,-0.00014576000000000001,1.96,-0.014576,0.12,-0.14576,0.0,-1.4576,0.04
-0.00014560000000000002,1.92,-0.00014560000000000002,1.92,-0.01456,0.12,-0.1456,0.0,-1.456,0.0
-0.00014544000000000002,1.92,-0.00014544000000000002,1.96,-0.014544000000000001,0.12,-0.14544,0.0,-1.4544000000000001,0.04
-0.00014528000000000002,1.96,-0.00014528000000000002,1.96,-0.014528000000000001,0.12,-0.14528,0.0,-1.4528,0.0
-0.00014512000000000002,1.96,-0.00014512000000000002,1.96,-0.014512,0.08,-0.14512,0.04,-1.4512,0.04
-0.00014496000000000002,1.92,-0.00014496000000000002,1.96,-0.014496,0.08,-0.14496,0.0,-1.4496,0.04
-0.00014480000000000002,1.96,-0.00014480000000000002,1.92,-0.01448,0.08,-0.1448,0.0,-1.4480000000000002,0.0
-0.00014464000000000002,1.96,-0.00014464000000000002,1.92,-0.014464000000000001,0.08,-0.14464,0.0,-1.4464000000000001,0.0
-0.00014448,1.96,-0.00014448,1.96,-0.014448,0.08,-0.14448,0.04,-1.4448,0.0
-0.00014432000000000003,1.96,-0.00014432000000000003,1.96,-0.014432,0.08,-0.14432,0.04,-1.4432,0.0
-0.00014416,1.96,-0.00014416,1.96,-0.014416,0.04,-0.14416,0.0,-1.4416,0.0
-0.000144,1.96,-0.000144,2.0,-0.0144,0.08,-0.14400000000000002,0.0,-1.4400000000000002,0.04
-0.00014384,1.96,-0.00014384,2.0,-0.014384000000000001,0.08,-0.14384,0.04,-1.4384000000000001,0.0
-0.00014368,1.96,-0.00014368,1.96,-0.014368,0.04,-0.14368,0.04,-1.4368,0.0
-0.00014352,1.96,-0.00014352,1.96,-0.014352,0.08,-0.14352,0.0,-1.4352,0.0
-0.00014336,1.96,-0.00014336,2.0,-0.014336,0.04,-0.14336,0.0,-1.4336,0.04
-0.0001432,2.0,-0.0001432,1.96,-0.014320000000000001,0.0,-0.1432,0.0,-1.4320000000000002,0.0
-0.00014304,2.0,-0.00014304,2.0,-0.014304,0.04,-0.14304,0.04,-1.4304000000000001,0.0
-0.00014288000000000001,2.0,-0.00014288000000000001,2.0,-0.014288,0.08,-0.14288,0.0,-1.4288,0.0
-0.00014272000000000002,2.0,-0.00014272000000000002,2.0,-0.014272,0.04,-0.14272,0.0,-1.4272,0.0
-0.00014256000000000002,1.96,-0.00014256000000000002,2.0,-0.014256000000000001,0.0,-0.14256,0.0,-1.4256000000000002,0.0
-0.00014240000000000002,1.96,-0.00014240000000000002,2.0,-0.014240000000000001,0.04,-0.1424,0.0,-1.4240000000000002,0.0
-0.00014224000000000002,2.0,-0.00014224000000000002,2.0,-0.014224,0.0,-0.14224,0.0,-1.4224,0.04
-0.00014208000000000002,2.0,-0.00014208000000000002,2.0,-0.014208,0.04,-0.14208,0.0,-1.4208,0.04
-0.00014192000000000002,2.0,-0.00014192000000000002,2.0,-0.014192,0.04,-0.14192,0.04,-1.4192,0.0
-0.00014176,2.0,-0.00014176,2.0,-0.014176000000000001,0.04,-0.14176,0.0,-1.4176000000000002,0.0
-0.00014160000000000003,2.0,-0.00014160000000000003,2.0,-0.01416,0.04,-0.1416,0.0,-1.4160000000000001,0.04
-0.00014144,2.0,-0.00014144,2.0,-0.014144,0.04,-0.14144,0.0,-1.4144,0.04
-0.00014128,2.0,-0.00014128,2.0,-0.014128,0.0,-0.14128000000000002,0.0,-1.4128,0.0
